0,0
1,0.0314108
2,0.0627905
3,0.0941083
4,0.125333
5,0.156434
6,0.187381
7,0.218143
8,0.24869
9,0.278991
10,0.309017
11,0.338738
12,0.368125
13,0.397148
14,0.425779
15,0.45399
16,0.481754
17,0.509041
18,0.535827
19,0.562083
20,0.587785
21,0.612907
22,0.637424
23,0.661312
24,0.684547
25,0.707107
26,0.728969
27,0.750111
28,0.770513
29,0.790155
30,0.809017
31,0.827081
32,0.844328
33,0.860742
34,0.876307
35,0.891007
36,0.904827
37,0.917755
38,0.929776
39,0.940881
40,0.951057
41,0.960294
42,0.968583
43,0.975917
44,0.982287
45,0.987688
46,0.992115
47,0.995562
48,0.998027
49,0.999507
50,1
51,0.999507
52,0.998027
53,0.995562
54,0.992115
55,0.987688
56,0.982287
57,0.975917
58,0.968583
59,0.960294
60,0.951057
61,0.940881
62,0.929776
63,0.917755
64,0.904827
65,0.891007
66,0.876307
67,0.860742
68,0.844328
69,0.827081
70,0.809017
71,0.790155
72,0.770513
73,0.750111
74,0.728969
75,0.707107
76,0.684547
77,0.661312
78,0.637424
79,0.612907
80,0.587785
81,0.562083
82,0.535827
83,0.509041
84,0.481754
85,0.45399
86,0.425779
87,0.397148
88,0.368125
89,0.338738
90,0.309017
91,0.278991
92,0.24869
93,0.218143
94,0.187381
95,0.156434
96,0.125333
97,0.0941083
98,0.0627905
99,0.0314108
100,1.22465e-16
101,-0.0314108
102,-0.0627905
103,-0.0941083
104,-0.125333
105,-0.156434
106,-0.187381
107,-0.218143
108,-0.24869
109,-0.278991
110,-0.309017
111,-0.338738
112,-0.368125
113,-0.397148
114,-0.425779
115,-0.45399
116,-0.481754
117,-0.509041
118,-0.535827
119,-0.562083
120,-0.587785
121,-0.612907
122,-0.637424
123,-0.661312
124,-0.684547
125,-0.707107
126,-0.728969
127,-0.750111
128,-0.770513
129,-0.790155
130,-0.809017
131,-0.827081
132,-0.844328
133,-0.860742
134,-0.876307
135,-0.891007
136,-0.904827
137,-0.917755
138,-0.929776
139,-0.940881
140,-0.951057
141,-0.960294
142,-0.968583
143,-0.975917
144,-0.982287
145,-0.987688
146,-0.992115
147,-0.995562
148,-0.998027
149,-0.999507
150,-1
151,-0.999507
152,-0.998027
153,-0.995562
154,-0.992115
155,-0.987688
156,-0.982287
157,-0.975917
158,-0.968583
159,-0.960294
160,-0.951057
161,-0.940881
162,-0.929776
163,-0.917755
164,-0.904827
165,-0.891007
166,-0.876307
167,-0.860742
168,-0.844328
169,-0.827081
170,-0.809017
171,-0.790155
172,-0.770513
173,-0.750111
174,-0.728969
175,-0.707107
176,-0.684547
177,-0.661312
178,-0.637424
179,-0.612907
180,-0.587785
181,-0.562083
182,-0.535827
183,-0.509041
184,-0.481754
185,-0.45399
186,-0.425779
187,-0.397148
188,-0.368125
189,-0.338738
190,-0.309017
191,-0.278991
192,-0.24869
193,-0.218143
194,-0.187381
195,-0.156434
196,-0.125333
197,-0.0941083
198,-0.0627905
199,-0.0314108
200,-2.44929e-16
201,0.0314108
202,0.0627905
203,0.0941083
204,0.125333
205,0.156434
206,0.187381
207,0.218143
208,0.24869
209,0.278991
210,0.309017
211,0.338738
212,0.368125
213,0.397148
214,0.425779
215,0.45399
216,0.481754
217,0.509041
218,0.535827
219,0.562083
220,0.587785
221,0.612907
222,0.637424
223,0.661312
224,0.684547
225,0.707107
226,0.728969
227,0.750111
228,0.770513
229,0.790155
230,0.809017
231,0.827081
232,0.844328
233,0.860742
234,0.876307
235,0.891007
236,0.904827
237,0.917755
238,0.929776
239,0.940881
240,0.951057
241,0.960294
242,0.968583
243,0.975917
244,0.982287
245,0.987688
246,0.992115
247,0.995562
248,0.998027
249,0.999507
250,1
251,0.999507
252,0.998027
253,0.995562
254,0.992115
255,0.987688
256,0.982287
257,0.975917
258,0.968583
259,0.960294
260,0.951057
261,0.940881
262,0.929776
263,0.917755
264,0.904827
265,0.891007
266,0.876307
267,0.860742
268,0.844328
269,0.827081
270,0.809017
271,0.790155
272,0.770513
273,0.750111
274,0.728969
275,0.707107
276,0.684547
277,0.661312
278,0.637424
279,0.612907
280,0.587785
281,0.562083
282,0.535827
283,0.509041
284,0.481754
285,0.45399
286,0.425779
287,0.397148
288,0.368125
289,0.338738
290,0.309017
291,0.278991
292,0.24869
293,0.218143
294,0.187381
295,0.156434
296,0.125333
297,0.0941083
298,0.0627905
299,0.0314108
300,3.67394e-16
301,-0.0314108
302,-0.0627905
303,-0.0941083
304,-0.125333
305,-0.156434
306,-0.187381
307,-0.218143
308,-0.24869
309,-0.278991
310,-0.309017
311,-0.338738
312,-0.368125
313,-0.397148
314,-0.425779
315,-0.45399
316,-0.481754
317,-0.509041
318,-0.535827
319,-0.562083
320,-0.587785
321,-0.612907
322,-0.637424
323,-0.661312
324,-0.684547
325,-0.707107
326,-0.728969
327,-0.750111
328,-0.770513
329,-0.790155
330,-0.809017
331,-0.827081
332,-0.844328
333,-0.860742
334,-0.876307
335,-0.891007
336,-0.904827
337,-0.917755
338,-0.929776
339,-0.940881
340,-0.951057
341,-0.960294
342,-0.968583
343,-0.975917
344,-0.982287
345,-0.987688
346,-0.992115
347,-0.995562
348,-0.998027
349,-0.999507
350,-1
351,-0.999507
352,-0.998027
353,-0.995562
354,-0.992115
355,-0.987688
356,-0.982287
357,-0.975917
358,-0.968583
359,-0.960294
